,id,rate_unemployment,percent_college,percent_married,median_income,percent_lunch,year,state,zip_code,school_type,school_level,average_act
898,170360000035,0.4325516073784171,0.29589039181996973,0.25781948439385294,-0.801538785285703,0.21241900458163823,2016-2017,IL,62002,Regular School,High,19.4
3655,340741003850,-0.18797103803683676,1.731904894964596,1.2711646348457435,3.7827525258704897,-1.6664458495294123,2016-2017,NJ,7733,Regular School,High,25.5250305250305
2229,220165001650,-1.1226124285091343,0.24919913426266949,0.3257726972791309,0.2693676053079263,-0.914911764064273,2016-2017,LA,70461,Regular School,High,22.2
3589,340360000324,-0.8030097718849827,1.612815129954484,1.4554880175934626,1.9973550586469837,-1.6578615767185803,2016-2017,NJ,7626,Regular School,High,24.5482295482295
2081,220033000272,1.3321648676697135,-1.056139921848426,-1.331006392009872,-1.1262810402517454,1.6197657427290022,2016-2017,LA,70601,Regular School,High,16.4
4302,370027000070,1.7022504516949037,0.2869024027478473,-2.352998787740939,-1.4568763768936426,-0.21246056287657938,2016-2017,NC,28803,Regular School,High,22.2527472527473
7128,483822004268,-0.5885682850827939,-0.17121999695482273,0.480570416152049,1.1923695277379343,-0.6198717641890951,2016-2017,TX,75189,Regular School,High,19.8840048840049
3144,263531007143,-0.4090709072581983,0.5862197006909389,0.45987722224425903,0.5198878032780229,-0.5314040764455594,2016-2017,MI,48329,Regular School,Other,19.2
7633,550306000336,0.3703072835746046,-0.7355802676438955,0.10293534745810523,-0.5775027441184103,0.0921817473908702,2016-2017,WI,53110,Regular School,High,20.6
3987,360008501964,0.9059852803831342,-0.7101034053025254,0.33107383422478043,-0.3997932217472448,0.910072223689778,2016-2017,NY,10461,Regular School,High,17.5641025641026
2743,261014004502,-0.5809685117092683,0.04661487355992619,-0.07068248517783579,-0.7049006708077602,-0.16396504808548812,2016-2017,MI,49036,Regular School,High,19.6
6156,470231000834,-0.3397973235242151,-0.9059949112342572,-0.12117951149947602,-0.38036597192951405,0.5277409172179709,2016-2017,TN,38040,Regular School,High,17.8
5946,422479005287,-0.7590266348171968,1.3734538745637739,1.3083672416540333,1.6561328503099177,-1.2744906029255907,2016-2017,PA,19086,Regular School,High,24.5238095238095
